id,products_data_id,rating,review,review_date,data_cadastro
44,5,Avaliação 4 de 5,"Vamos ver se vai durar bastante, da ultima vez que comprei não durou muito.",28 jan. 2025,2025-06-15 04:51:24
45,5,Avaliação 5 de 5,Produto é bom mas não dura muito.,27 jan. 2025,2025-06-15 04:51:26
46,5,Avaliação 5 de 5,"Testei , reconheceu facilmente, imagem boa ! ok só vamos ver quanto vai durar as impressões!.",17 dez. 2024,2025-06-15 04:51:28
47,5,Avaliação 5 de 5,Depois.,29 abr. 2025,2025-06-15 04:51:30
48,5,Avaliação 5 de 5,Ótimo produto.,07 fev. 2025,2025-06-15 04:51:32
49,5,Avaliação 5 de 5,"Muito bom deu tudo certo, obrigada.",31 ago. 2024,2025-06-15 04:51:34
50,5,Avaliação 5 de 5,Só achei ruim pq não é recarregável.,10 set. 2024,2025-06-15 04:51:36
51,6,Avaliação 5 de 5,Cartucho original é sempre a melhor opção.,04 jun. 2024,2025-06-15 04:51:47
52,6,Avaliação 5 de 5,Muito bom sem defeitos grato.,20 mai. 2024,2025-06-15 04:51:49
53,6,Avaliação 5 de 5,Pouca tinta.,15 jul. 2024,2025-06-15 04:51:51
54,6,Avaliação 4 de 5,2ml é muito pouco … hp devia por mais tinta.,01 jun. 2025,2025-06-15 04:51:53
55,6,Avaliação 5 de 5,Pena que são apenas 2ml.,26 jul. 2024,2025-06-15 04:51:55
56,6,Avaliação 4 de 5,"Preciso de mais tempo para avaliar o produto, principalmente no quesito durabilidade.",19 jun. 2024,2025-06-15 04:51:58
57,6,Avaliação 5 de 5,"Muito bom, produto de ótima qualidade!.",04 jun. 2024,2025-06-15 04:52:00
58,6,Avaliação 5 de 5,Produto original.,13 mai. 2025,2025-06-15 04:52:02
59,6,Avaliação 5 de 5,"Produto bom, só acaba muito rápido 😭.",14 jun. 2025,2025-06-15 04:52:04
60,6,Avaliação 5 de 5,Vou testar e voltarei.,09 mai. 2025,2025-06-15 04:52:06
61,7,Avaliação 5 de 5,"E um produto de qualidade,mas acho o cartucho muito caro pela quantidade de impressão,se eu soubesse antes teria pago mais caro em uma impressora in tank, seria mais proveitoso.",28 jul. 2024,2025-06-15 04:52:17
62,7,Avaliação 4 de 5,"A durabilidade é pequena, principalmente se levamos em consideração em seu custo.",15 jul. 2024,2025-06-15 04:52:19
63,7,Avaliação 5 de 5,"Eu estou muito satisfeito produto de ótima qualidade, fora o serviços do mercadolivre que são excelentes 👍.",18 set. 2024,2025-06-15 04:52:21
64,7,Avaliação 5 de 5,Excelente.,18 ago. 2024,2025-06-15 04:52:23
65,7,Avaliação 4 de 5,Bom porém deixa a desejar pelo tamanho se tira 20 coisa já acabou a tinta.,12 ago. 2024,2025-06-15 04:52:25
66,7,Avaliação 5 de 5,"Excelente material, muito bom. Eu estava com um bom tempo sem usar essa impressora e o resultado foi esse na imagem. Vou comprar o cartucho colorido agora.",05 fev. 2025,2025-06-15 04:52:27
67,7,Avaliação 5 de 5,,20 set. 2024,2025-06-15 04:52:29
68,7,Avaliação 5 de 5,Funcionou direitinho e sem travamentos. Instalação ok. Preço ok.,09 mai. 2025,2025-06-15 04:52:31
69,7,Avaliação 5 de 5,"Produto original, excelente.",30 set. 2024,2025-06-15 04:52:33
70,7,Avaliação 5 de 5,Show.,15 jul. 2024,2025-06-15 04:52:35
71,8,Avaliação 5 de 5,"Os cartuchos são originais, e pra quem reclama que imprimi poucas folhas é porque não conhece a impressora que tem. Os modelos de impressoras que recebem esses cartuchos, não atendem a demanda de muitas impressões e para imprimir o máximo possível, recomendo sempre configurar para impressão rascunho.",26 abr. 2024,2025-06-15 04:52:46
72,8,Avaliação 4 de 5,"Qualidade da tinta é ótima, mas depois de 39 copias de alta qualidade impressora acusa baixo nível de tinta! mas isso é uma característica da hp apenas 2ml de tinta!.",14 ago. 2023,2025-06-15 04:52:48
73,8,Avaliação 5 de 5,Parece bom.,19 mai. 2023,2025-06-15 04:52:50
74,8,Avaliação 4 de 5,Produto é original porém a durabilidade é muito pouca.,04 mai. 2024,2025-06-15 04:52:52
75,8,Avaliação 5 de 5,"Nada a declarar, produto com qualidade do fabricante.",13 mar. 2024,2025-06-15 04:52:54
76,8,Avaliação 4 de 5,"Extremamente caro, mas como uso pouco a impressora então vale a pena. Os cartuchos anteriores a esse duraram 14 meses fazendo poucas impressões.",27 fev. 2024,2025-06-15 04:52:56
77,8,Avaliação 5 de 5,Gostei funcionou bem.,09 nov. 2023,2025-06-15 04:52:58
78,8,Avaliação 5 de 5,Muito bom.,18 mai. 2023,2025-06-15 04:53:00
79,8,Avaliação 5 de 5,Eu bem baladinho bem seguro eu não testei ainda mas eu sei que é bom porque eu já comprei.,19 jun. 2024,2025-06-15 04:53:02
80,8,Avaliação 5 de 5,Podem comprar sem medo. Funciona perfeitamente. Novo. Lacrado. Muito bom.,11 mai. 2024,2025-06-15 04:53:05
81,9,Avaliação 5 de 5,Produto ótimo daniel instalação recomendo.,13 jul. 2024,2025-06-15 04:53:15
82,9,Avaliação 5 de 5,"O produto é elogiado pela sua excelente qualidade e facilidade de instalação, funcionando perfeitamente para fins domésticos. Além disso, o suporte pósvenda é bem avaliado, tornando a experiência de compra satisfatória.",15 fev. 2025,2025-06-15 04:53:17
83,9,Avaliação 5 de 5,Cartucho para uso corriqueiro.,15 jun. 2024,2025-06-15 04:53:20
84,9,Avaliação 5 de 5,Muito muito obrigado excelente.,04 nov. 2024,2025-06-15 04:53:22
85,9,Avaliação 5 de 5,Exelente produto sup indico.,12 fev. 2025,2025-06-15 04:53:24
86,9,Avaliação 5 de 5,,01 nov. 2024,2025-06-15 04:53:26
87,9,Avaliação 5 de 5,Só veio errado pedi preto veio colorido mas na precisão irei ficar com esse mesmo.,12 out. 2024,2025-06-15 04:53:28
88,9,Avaliação 5 de 5,,19 ago. 2024,2025-06-15 04:53:30
89,9,Avaliação 5 de 5,,15 jul. 2024,2025-06-15 04:53:32
90,9,Avaliação 5 de 5,Pouca tinta.,15 jul. 2024,2025-06-15 04:53:34
91,10,Avaliação 5 de 5,,22 out. 2024,2025-06-15 04:53:45
92,10,Avaliação 5 de 5,Muito bom.,09 jan. 2024,2025-06-15 04:53:47
93,10,Avaliação 5 de 5,Perfeito 👏🏻👏🏻👏🏻.,29 nov. 2024,2025-06-15 04:53:49
94,10,Avaliação 4 de 5,Bom produto.,27 nov. 2024,2025-06-15 04:53:51
95,10,Avaliação 5 de 5,"O produto é satisfatório , porém mesmo sendo xl a quantidade de tinta tendo em vista a limpeza de cabeça pela impressora , se torna pouca tinta.",15 nov. 2024,2025-06-15 04:53:53
96,10,Avaliação 5 de 5,Top.,15 nov. 2024,2025-06-15 04:53:55
97,10,Avaliação 5 de 5,"O produto é inquestionável, porém seu preço é algo surreal pela construção em geral de um produto tão simples onerando de forma grandiosa os propósitos do cliente. Valores incompatíveis com seu resultado final. Produto de construção simples com valores agregados muito grandiosos e sem uma justificativa plena que justifique tão alto valor.",25 ago. 2024,2025-06-15 04:53:57
98,10,Avaliação 5 de 5,Custo desses cartuchos são diferenciados.,06 abr. 2024,2025-06-15 04:53:59
99,10,Avaliação 5 de 5,Sempre compro esse xl dura bastante.,15 jul. 2023,2025-06-15 04:54:01
100,10,Avaliação 5 de 5,O produto atendeu minha espectativa.,23 mai. 2023,2025-06-15 04:54:04
101,11,Avaliação 5 de 5,Dá muitas cópias. Excelentes.,09 mai. 2024,2025-06-15 04:54:14
102,11,Avaliação 5 de 5,A primeira impressão foi ótima agora vamos ver durabilidade.,05 mai. 2025,2025-06-15 04:54:16
103,11,Avaliação 5 de 5,"Boa tinta, vale a pena pegar o cartucho xl.",06 jun. 2025,2025-06-15 04:54:18
104,11,Avaliação 5 de 5,Produto original muito bom.,21 mai. 2025,2025-06-15 04:54:20
105,11,Avaliação 5 de 5,Produto muito bom. Supre minhas necessidades.,07 out. 2024,2025-06-15 04:54:22
106,11,Avaliação 4 de 5,Satisfeito.,04 set. 2024,2025-06-15 04:54:24
107,11,Avaliação 1 de 5,"O cartucho simplesmente não foi reconhecido pela impressora. 🖨️ voltei o cartucho antigo e a impressora reconheceu na hora. Prova que o cartucho que comprei por aqui, está com problema.",22 abr. 2025,2025-06-15 04:54:26
108,11,Avaliação 3 de 5,Não cheguei a instalar o produto por que não atendeu as minhas expectativas. Devolvi o produto e fui ressarcido sem problemas.,02 set. 2024,2025-06-15 04:54:28
109,12,Avaliação 5 de 5,"Produto com certeza original , pois a impressora é enjoada e só reconhece cartuchos originais , esse foi colocar e apareceu 100% na tela da impressora.",26 fev. 2025,2025-06-15 04:54:34
110,12,Avaliação 5 de 5,"A qualidade é ótima, o único porém é que a tinta acaba muito rápido. Tem que ser comprado o xxl se for usar pra impressões/ fotocópias de grande quantidade 15 a 20 folhas.",09 dez. 2024,2025-06-15 04:54:34
111,12,Avaliação 5 de 5,"Eu sempre indico,muito bom.",15 jun. 2023,2025-06-15 04:54:35
112,12,Avaliação 5 de 5,Muito bom.,10 abr. 2023,2025-06-15 04:54:35
113,13,Avaliação 5 de 5,Cartucho original é sempre a melhor opção.,04 jun. 2024,2025-06-15 04:54:43
114,13,Avaliação 5 de 5,Muito bom sem defeitos grato.,20 mai. 2024,2025-06-15 04:54:45
115,13,Avaliação 5 de 5,Pouca tinta.,15 jul. 2024,2025-06-15 04:54:47
116,13,Avaliação 4 de 5,2ml é muito pouco … hp devia por mais tinta.,01 jun. 2025,2025-06-15 04:54:49
117,13,Avaliação 5 de 5,Pena que são apenas 2ml.,26 jul. 2024,2025-06-15 04:54:52
118,13,Avaliação 4 de 5,"Preciso de mais tempo para avaliar o produto, principalmente no quesito durabilidade.",19 jun. 2024,2025-06-15 04:54:54
119,13,Avaliação 5 de 5,"Muito bom, produto de ótima qualidade!.",04 jun. 2024,2025-06-15 04:54:56
120,13,Avaliação 5 de 5,Produto original.,13 mai. 2025,2025-06-15 04:54:58
121,13,Avaliação 5 de 5,"Produto bom, só acaba muito rápido 😭.",14 jun. 2025,2025-06-15 04:55:00
122,13,Avaliação 5 de 5,Vou testar e voltarei.,09 mai. 2025,2025-06-15 04:55:02
123,14,Avaliação 4 de 5,"Primeira vez q uso. Fiz o teste, boa. Mais na impressora não mostra ela cheia. Consta que está vazio o cartucho.",11 jan. 2025,2025-06-15 04:55:12
124,14,Avaliação 5 de 5,"Não foi barato, mas é o custo de um cartucho hp.",15 jan. 2025,2025-06-15 04:55:15
125,14,Avaliação 5 de 5,,25 abr. 2025,2025-06-15 04:55:17
126,14,Avaliação 5 de 5,Excelente produto !.,19 jan. 2025,2025-06-15 04:55:19
127,14,Avaliação 5 de 5,Cartuchos excelentes.,14 jun. 2025,2025-06-15 04:55:21
128,14,Avaliação 5 de 5,"Fiquei satisfeito, produto de qualidade.",20 mai. 2025,2025-06-15 04:55:23
129,14,Avaliação 5 de 5,Produto não durou nem 3 dias de uso.,18 mai. 2025,2025-06-15 04:55:25
130,14,Avaliação 5 de 5,Ótimo produto eu recomendo a todos do ml.,14 mai. 2025,2025-06-15 04:55:27
131,14,Avaliação 5 de 5,Bom.,11 mai. 2025,2025-06-15 04:55:29
132,14,Avaliação 5 de 5,Bom.,09 mai. 2025,2025-06-15 04:55:31
133,15,Avaliação 5 de 5,Eu gosto desses cartuchos.,11 jun. 2025,2025-06-15 04:55:37
134,15,Avaliação 5 de 5,"Conforme especificado, de boa qualidade. Recomendamos.",10 jun. 2025,2025-06-15 04:55:37
135,15,Avaliação 5 de 5,Funcionamento perfeito!.,01 jun. 2025,2025-06-15 04:55:38
136,16,Avaliação 5 de 5,Produto ótimo recomendo.,16 mar. 2025,2025-06-15 04:55:46
137,16,Avaliação 5 de 5,"Produto muito bom, original.",09 jun. 2025,2025-06-15 04:55:48
138,16,Avaliação 5 de 5,Maravilha.,06 mai. 2025,2025-06-15 04:55:50
139,16,Avaliação 5 de 5,Muito bom atende as expectativas.,19 abr. 2025,2025-06-15 04:55:52
140,16,Avaliação 4 de 5,"Produto de otima qualidade. Cartucho com pouca tintas. A sim mesmo, vale a compra.",10 abr. 2025,2025-06-15 04:55:55
141,16,Avaliação 5 de 5,Produto de boa qualidade!!!.,09 abr. 2025,2025-06-15 04:55:57
142,16,Avaliação 5 de 5,Ótimo produto.,09 abr. 2025,2025-06-15 04:55:59
143,16,Avaliação 5 de 5,Muito bom serviu perfeitamente.,02 abr. 2025,2025-06-15 04:56:01
144,16,Avaliação 5 de 5,Ele é bom porém como eu precisava imprimir cosias de estudo durou uma semana só mas ele aceitou recarga de boa valeu super a pena.,28 mar. 2025,2025-06-15 04:56:03
145,16,Avaliação 5 de 5,E bom.,26 mar. 2025,2025-06-15 04:56:05
146,17,Avaliação 5 de 5,Bom 👍.,01 jun. 2025,2025-06-15 04:56:15
147,17,Avaliação 5 de 5,Otimo.,04 abr. 2025,2025-06-15 04:56:18
148,17,Avaliação 5 de 5,Otimo.,18 mar. 2025,2025-06-15 04:56:20
149,17,Avaliação 5 de 5,Tudo certo.,04 fev. 2025,2025-06-15 04:56:22
150,17,Avaliação 4 de 5,Boa tinta.,19 set. 2024,2025-06-15 04:56:24
151,17,Avaliação 5 de 5,"Sempre utilizei esse cartucho tinta tricolor 667 hp, pois é muito durável. Nota 100 para hp.",07 set. 2024,2025-06-15 04:56:26
152,17,Avaliação 5 de 5,Ótimo.,03 set. 2024,2025-06-15 04:56:28
153,17,Avaliação 5 de 5,Produto de ótima qualidade. Recomendo.,23 ago. 2024,2025-06-15 04:56:30
154,17,Avaliação 4 de 5,Sim só tem um ponto negativo que seria o valor de um simples cartucho.,01 ago. 2024,2025-06-15 04:56:32
155,17,Avaliação 5 de 5,Muito rapido.,30 jul. 2024,2025-06-15 04:56:34
156,18,Avaliação 5 de 5,Cartucho original é sempre a melhor opção.,04 jun. 2024,2025-06-15 04:56:45
157,18,Avaliação 5 de 5,Muito bom sem defeitos grato.,20 mai. 2024,2025-06-15 04:56:47
158,18,Avaliação 5 de 5,Pouca tinta.,15 jul. 2024,2025-06-15 04:56:49
159,18,Avaliação 4 de 5,2ml é muito pouco … hp devia por mais tinta.,01 jun. 2025,2025-06-15 04:56:51
160,18,Avaliação 5 de 5,Pena que são apenas 2ml.,26 jul. 2024,2025-06-15 04:56:53
161,18,Avaliação 4 de 5,"Preciso de mais tempo para avaliar o produto, principalmente no quesito durabilidade.",19 jun. 2024,2025-06-15 04:56:55
162,18,Avaliação 5 de 5,"Muito bom, produto de ótima qualidade!.",04 jun. 2024,2025-06-15 04:56:57
163,18,Avaliação 5 de 5,Produto original.,13 mai. 2025,2025-06-15 04:56:59
164,18,Avaliação 5 de 5,"Produto bom, só acaba muito rápido 😭.",14 jun. 2025,2025-06-15 04:57:01
165,18,Avaliação 5 de 5,Vou testar e voltarei.,09 mai. 2025,2025-06-15 04:57:04
166,19,Avaliação 5 de 5,Já perdi as contas de quantas vezes já comprei e nunca me apresentou problemas.,29 dez. 2023,2025-06-15 04:57:14
167,19,Avaliação 5 de 5,Ótimo.,30 jul. 2024,2025-06-15 04:57:16
168,19,Avaliação 4 de 5,Na compra foi o de 4ml veio de 2ml e ao emprimir 10 páginas comuns em preto e branco o cartucho zerou.,15 jun. 2023,2025-06-15 04:57:18
169,19,Avaliação 5 de 5,Eu acredito que podia ser mais barato pois só dá umas 180 impressões.,19 set. 2024,2025-06-15 04:57:20
170,19,Avaliação 5 de 5,"Serve para oque foi feito, não há muito oque elogiar em tinta para impressora. Recomendo a compra pois esse kit dura mais tempo a tinta.",23 nov. 2022,2025-06-15 04:57:22
171,19,Avaliação 5 de 5,"De qualidade ,já estou usando não tenho o que reclamar,gostei.",21 mai. 2022,2025-06-15 04:57:24
172,19,Avaliação 5 de 5,,07 fev. 2025,2025-06-15 04:57:27
173,19,Avaliação 5 de 5,Muito bom obrigado.,21 jan. 2025,2025-06-15 04:57:29
174,19,Avaliação 5 de 5,Ótimo estou muito feliz com o produto em si atendeu minhas expectativas!.,01 out. 2024,2025-06-15 04:57:31
175,19,Avaliação 5 de 5,,25 jul. 2024,2025-06-15 04:57:33
176,20,Avaliação 5 de 5,Eu gosto desses cartuchos.,11 jun. 2025,2025-06-15 04:57:39
177,20,Avaliação 5 de 5,"Conforme especificado, de boa qualidade. Recomendamos.",10 jun. 2025,2025-06-15 04:57:39
178,20,Avaliação 5 de 5,Funcionamento perfeito!.,01 jun. 2025,2025-06-15 04:57:39
179,21,Avaliação 5 de 5,Durabilidade menor do esperado.,12 out. 2023,2025-06-15 04:57:48
180,21,Avaliação 5 de 5,Top.,07 out. 2024,2025-06-15 04:57:50
181,21,Avaliação 5 de 5,Produto excelente recomendo.,21 dez. 2024,2025-06-15 04:57:52
182,21,Avaliação 5 de 5,"O produto funcionou certinho. Por enquanto tudo certo. Nao sei a durabilidade ainda, pois usei poucas vezes.",31 jan. 2024,2025-06-15 04:57:54
183,21,Avaliação 5 de 5,Muito caro.,20 jan. 2024,2025-06-15 04:57:57
184,21,Avaliação 4 de 5,Produto com ótimo custo benefício e fácil instalação.,28 jan. 2024,2025-06-15 04:57:59
185,21,Avaliação 5 de 5,O produto é original reconheceu na hora na minha impressora.,11 mai. 2024,2025-06-15 04:58:01
186,21,Avaliação 5 de 5,Produto bom a impressora aceitou de primeira. Não sei a durabilidade das tintas. Mas parece ser de ótima qualidade.,21 mar. 2025,2025-06-15 04:58:03
187,21,Avaliação 5 de 5,Top o produto.,23 fev. 2025,2025-06-15 04:58:05
188,21,Avaliação 5 de 5,,18 jan. 2025,2025-06-15 04:58:07
189,22,Avaliação 4 de 5,"Persiste o problema de impressão, uma linha perfeita outra falhada, como já abri os dois cartuchos que comprei, não posso devolver, afinal tentei corrigir achando que fosse falha de um cartucho mas é os 2. Comprei um no mercado local, caro pra burro mas que funciona.",15 jan. 2025,2025-06-15 04:58:17
190,22,Avaliação 5 de 5,Muito bom a quantidade é como disseram e gostei muito do produto show.,11 nov. 2024,2025-06-15 04:58:19
191,22,Avaliação 5 de 5,Excelente. Pode comprar sem medo.,04 jan. 2025,2025-06-15 04:58:22
192,22,Avaliação 5 de 5,Impressão boa.,26 dez. 2024,2025-06-15 04:58:24
193,22,Avaliação 5 de 5,,27 mai. 2025,2025-06-15 04:58:26
194,22,Avaliação 5 de 5,"Ótima qualidade. Ainda não instalei mas sei que é confiável pelo qr code, a própria hp confirmou. Espero que renda bastante.",21 fev. 2025,2025-06-15 04:58:28
195,22,Avaliação 5 de 5,Muito bom.,13 jun. 2025,2025-06-15 04:58:30
196,22,Avaliação 5 de 5,Produto original.,05 jun. 2025,2025-06-15 04:58:32
197,22,Avaliação 4 de 5,Só não gostei do preço.,05 jun. 2025,2025-06-15 04:58:34
198,22,Avaliação 4 de 5,Muito bom.,02 jun. 2025,2025-06-15 04:58:36
199,23,Avaliação 5 de 5,,10 fev. 2025,2025-06-15 04:58:46
200,23,Avaliação 5 de 5,,25 set. 2024,2025-06-15 04:58:49
201,23,Avaliação 4 de 5,Ok obrigado trabalhar imprimir minha filha.,09 jun. 2025,2025-06-15 04:58:51
202,23,Avaliação 5 de 5,"Produto original, sem defeito.",03 jun. 2025,2025-06-15 04:58:53
203,23,Avaliação 4 de 5,"Um dos cartuchos não foi aceito pela impressora, que indica que não tem tinta no cartucho colorido.",01 jun. 2025,2025-06-15 04:58:55
204,23,Avaliação 5 de 5,"Trata-se de ótimo produto, super recomendo.",17 mai. 2025,2025-06-15 04:58:57
205,23,Avaliação 5 de 5,Ótimo.,04 mai. 2025,2025-06-15 04:58:59
206,23,Avaliação 5 de 5,Funcionou perfeitamente na minha impressora que estava parada a um tempão.,02 mai. 2025,2025-06-15 04:59:01
207,23,Avaliação 5 de 5,Produto original muito bom e confiavel.,29 abr. 2025,2025-06-15 04:59:03
208,23,Avaliação 5 de 5,Muito bom.,23 abr. 2025,2025-06-15 04:59:05
209,24,Avaliação 5 de 5,Já perdi as contas de quantas vezes já comprei e nunca me apresentou problemas.,29 dez. 2023,2025-06-15 04:59:16
210,24,Avaliação 5 de 5,Ótimo.,30 jul. 2024,2025-06-15 04:59:18
211,24,Avaliação 4 de 5,Na compra foi o de 4ml veio de 2ml e ao emprimir 10 páginas comuns em preto e branco o cartucho zerou.,15 jun. 2023,2025-06-15 04:59:20
212,24,Avaliação 5 de 5,Eu acredito que podia ser mais barato pois só dá umas 180 impressões.,19 set. 2024,2025-06-15 04:59:22
213,24,Avaliação 5 de 5,"Serve para oque foi feito, não há muito oque elogiar em tinta para impressora. Recomendo a compra pois esse kit dura mais tempo a tinta.",23 nov. 2022,2025-06-15 04:59:24
214,24,Avaliação 5 de 5,"De qualidade ,já estou usando não tenho o que reclamar,gostei.",21 mai. 2022,2025-06-15 04:59:26
215,24,Avaliação 5 de 5,,07 fev. 2025,2025-06-15 04:59:28
216,24,Avaliação 5 de 5,Muito bom obrigado.,21 jan. 2025,2025-06-15 04:59:30
217,24,Avaliação 5 de 5,Ótimo estou muito feliz com o produto em si atendeu minhas expectativas!.,01 out. 2024,2025-06-15 04:59:32
218,24,Avaliação 5 de 5,,25 jul. 2024,2025-06-15 04:59:34
219,25,Avaliação 5 de 5,Produto bom.,31 mai. 2025,2025-06-15 04:59:40
220,25,Avaliação 5 de 5,Excelente essa não é a primeira compra.,11 jul. 2024,2025-06-15 04:59:40
221,25,Avaliação 3 de 5,Recomendo aos amigos.,04 mai. 2025,2025-06-15 04:59:40
222,25,Avaliação 3 de 5,Poderia ser mais barato o cartucho e acho que vem pouca tinta.,02 abr. 2025,2025-06-15 04:59:41
223,26,Avaliação 5 de 5,Muito bom.,14 jul. 2023,2025-06-15 04:59:49
224,26,Avaliação 5 de 5,"Funciona bem, dura pouco pela marca, esperava mas eficácia. Não contra.",06 jun. 2024,2025-06-15 04:59:51
225,26,Avaliação 5 de 5,Ótimo produto.,04 ago. 2023,2025-06-15 04:59:53
226,26,Avaliação 5 de 5,Muito bom vou comprar mais depois.,13 jun. 2025,2025-06-15 04:59:55
227,26,Avaliação 5 de 5,"Muito bom, pena que vem pouca tinta, por ser original, mas isso é da hp, as condições da loja são as melhores.",13 jun. 2025,2025-06-15 04:59:57
228,26,Avaliação 5 de 5,Bom.,31 mai. 2025,2025-06-15 04:59:59
229,26,Avaliação 5 de 5,"É compatível com o modelo da impressora, excelente, durabilidade, recomendo.",10 mai. 2025,2025-06-15 05:00:01
230,26,Avaliação 5 de 5,Boa qualidade.,02 mai. 2025,2025-06-15 05:00:03
231,26,Avaliação 5 de 5,"Ainda não abri, me basiei, na compra anterior excelente.",26 fev. 2025,2025-06-15 05:00:06
232,26,Avaliação 5 de 5,Ok. Só pensei que seria de 5 ml e não 2 ml como veio. Obrigado.,16 jan. 2025,2025-06-15 05:00:08
233,27,Avaliação 5 de 5,Já comprei outras vezes e top.,07 mar. 2025,2025-06-15 05:00:18
234,27,Avaliação 4 de 5,Produto ótimo funciona perfeitamente só o preço que é um pouco alto pra o tempo de uso.,25 fev. 2025,2025-06-15 05:00:20
235,27,Avaliação 5 de 5,Não testei ainda.,25 mai. 2025,2025-06-15 05:00:22
